Movie Name,Ratings,Metascore,Votes,Gross
938.Lefidèle(2017),6.3,50,5153,$0.05M
939.TheBachelors(2017),6.8,54,5146,
940.TheCrown(2016–)Episode:DearMrs.Kennedy(2017),9.1,,5136,
941.DearDictator(2017),5.0,44,5134,
942.TheGoodPlace(2016–2020)Episode:Michael'sGambit(2017),9.3,,5129,
943.Gemini(II)(2017),5.4,71,5128,$0.20M
944.BrooklynNine-Nine(2013–2021)Episode:HalloVeen(2017),9.4,,5107,
945.Jamestown(2017–2019),6.9,,5106,
946.Temple(2017),3.7,23,5105,
947.Ali'sWedding(2017),6.9,64,5103,
948.Ozark(2017–2022)Episode:NestBox(2017),8.0,,5100,
949.F*&%theProm(2017),4.2,,5099,
950.IstanbulKirmizisi(2017),5.4,,5098,
951.GhostWars(2017–2018),6.2,,5079,
952.AppleTreeYard(2017),7.2,,5057,
953.Mr.Robot(2015–2019)Episode:eps3.8_stage3.torrent(2017),8.6,,5030,
954.OutsideIn(2017),6.7,76,5025,$0.07M
955.Égmanþig(2017),6.1,,5020,
956.HappyFamily(2017),4.8,,5016,
957.Vikings(2013–2020)Episode:Crossings(2017),8.5,,5011,
958.TheOrville(2017–)Episode:OldWounds(2017),7.4,,5010,
959.CubaandtheCameraman(2017),8.2,82,5005,
960.Mr&MmeAdelman(2017),7.3,,5001,
961.Dvizhenievverkh(2017),6.7,,5000,
962.MyDaysofMercy(2017),6.5,,5000,
963.AmericanGods(2017–2021)Episode:TheBoneOrchard(2017),8.1,,4999,
964.Vikings(2013–2020)Episode:TheReckoning(2017),8.8,,4995,
965.StarTrek:Discovery(2017–)Episode:Lethe(2017),7.3,,4986,
966.Whitney:CanIBeMe(2017),6.8,64,4983,
967.Thupparivaalan(2017),7.5,,4972,
968.Hwayugi(2017–2018),8.0,,4972,
969.Baadshaho(2017),4.9,,4971,
970.TwinPeaks(2017)Episode:Part4(2017),8.5,,4962,
971.TheChildinTime(2017TVMovie),6.1,,4954,
972.Moontrap:TargetEarth(2017),3.7,,4946,
973.Vårtidärnu(2017–),8.2,,4944,
974.FreakShow(2017),6.6,54,4937,$0.02M
975.SuperSizeMe2:HolyChicken!(2017),7.1,61,4931,
976.Undirtrénu(2017),6.8,75,4929,$0.07M
977.Alien:Covenant-Prologue:TheCrossing(2017),7.1,,4905,
978.Firebase(2017),7.0,,4902,
979.TheLeftovers(2014–2017)Episode:G'DayMelbourne(2017),9.2,,4891,
980.Fidaa(2017),7.4,,4887,
981.TylerPerry'sBoo2!AMadeaHalloween(2017),3.9,17,4884,$47.32M
982.ThePutinInterviews(2017),7.5,,4882,
983.ThisIsUs(2016–2022)Episode:Memphis(2017),9.5,,4877,
984.DeathRace2050(2017Video),3.7,,4876,
985.TheDefenders(2017)Episode:WorstBehavior(2017),8.8,,4876,
986.Rangoon(II)(2017),5.6,,4862,
987.TheDefenders(2017)Episode:TheHWord(2017),7.3,,4852,
988.TheHandmaid'sTale(2017–)Episode:AWoman'sPlace(2017),8.7,,4847,
989.StarTrek:Discovery(2017–)Episode:IntotheForestIGo(2017),7.9,,4839,
990.Taboo(2017–)Episode:Episode#1.2(2017),8.2,,4835,
991.Cequinouslie(2017),6.8,58,4832,$0.26M
992.LittleBoyBlue(2017),7.8,,4822,
993.TheCrown(2016–)Episode:Vergangenheit(2017),9.1,,4815,
994.BigLittleLies(2017–2019)Episode:SeriousMothering(2017),8.1,,4812,
995.Pottersville(2017),5.4,,4812,
996.FiveCameBack(2017),8.3,,4798,
997.Fargo(2014–)Episode:TheNarrowEscapeProblem(2017),8.2,,4797,
998.TheCakemaker(2017),7.3,74,4796,$0.88M
999.TruthorDare(2017TVMovie),5.0,,4791,
"1,000.KolonyaCumhuriyeti(2017)",5.8,,4784,
